2.187962839599999825e+03,2.293886715200000253e+03,2.482145944700000200e+03,2.135303719200000160e+03,2.224777157700000316e+03,2.302437823900000240e+03,2.302437823900000240e+03,2.187962839599999825e+03,2.076738216120000288e+03,2.293886715200000253e+03,2.076738216120000288e+03,2.355283333200000015e+03,2.543274978700000247e+03,2.088522461490000296e+03,2.187962839599999825e+03,2.187962839599999825e+03,2.351093892100000176e+03,2.302437823900000240e+03,2.367813285900000210e+03,2.076738216120000288e+03,2.357552324100000078e+03,2.076738216120000288e+03,2.141057008200000382e+03,2.482145944700000200e+03,2.088522461490000296e+03,2.293886715200000253e+03,2.355283333200000015e+03,2.302437823900000240e+03,2.141057008200000382e+03,2.323852306000000226e+03,2.076738216120000288e+03,2.141057008200000382e+03,2.187962839599999825e+03,2.187962839599999825e+03,2.300730534200000420e+03,2.351093892100000176e+03,2.323852306000000226e+03,2.355283333200000015e+03,2.280676746699999967e+03,2.076738216120000288e+03,2.306415393000000222e+03,2.482145944700000200e+03,2.076738216120000288e+03,2.300730534200000420e+03,2.274883897200000320e+03,2.337133339300000443e+03,2.274883897200000320e+03,2.482145944700000200e+03,2.274883897200000320e+03,2.274883897200000320e+03
2.124245903699999872e+03,1.938394279499999811e+03,2.020605006200000162e+03,2.321927813199999946e+03,2.175205946000000040e+03,2.109098434700000325e+03,2.001870273900000029e+03,2.037324846099999831e+03,1.869496257819999983e+03,1.966743795600000112e+03,2.264917571299999508e+03,1.948713937400000304e+03,1.945528769120000334e+03,1.805366818190000004e+03,1.881280503189999990e+03,1.915070125190000226e+03,2.065582085300000017e+03,1.733825751620000347e+03,2.072667671199999859e+03,1.867303417489999902e+03,2.208905964099999892e+03,1.975778039899999840e+03,2.201764246499999899e+03,2.424431069600000228e+03,2.155777399499999774e+03,2.128336464400000295e+03,2.134064289200000076e+03,1.928091856120000102e+03,1.966743795600000112e+03,1.991728253900000027e+03,1.859509842720000279e+03,2.052479250400000183e+03,2.219166925900000024e+03,1.970614858399999775e+03,2.156955483499999900e+03,2.108538596999999754e+03,1.953057607000000189e+03,1.928091856120000102e+03,2.053977695999999924e+03,1.903285879820000218e+03,2.181830996900000173e+03,1.803724592820000225e+03,2.001870273900000029e+03,1.974806171400000039e+03,1.855519172120000121e+03,2.050838682700000390e+03,2.080318165399999998e+03,2.050392151399999875e+03,2.052479250400000183e+03,2.269113459600000169e+03
2.699362444400000641e+03,2.474953776100000141e+03,2.520163408000000345e+03,2.708680054299999938e+03,2.605100884599999972e+03,2.714499991420000697e+03,2.845983432600000469e+03,3.119907720000000154e+03,2.536220137900000282e+03,2.405067721720000463e+03,2.570452135800000178e+03,2.516292345200000454e+03,2.884006315500000255e+03,2.648721984300000258e+03,2.603114949000000252e+03,2.756462880200000200e+03,2.362591980800000329e+03,2.708068494200000259e+03,2.721377471300000252e+03,2.645882429600000251e+03,2.303272325720000481e+03,2.483363599500000419e+03,2.750911861300000055e+03,2.412593718600000102e+03,2.516292345200000454e+03,2.750573713800000405e+03,2.556858085300000312e+03,2.699351190400000178e+03,2.526422220800000105e+03,2.474980526500000451e+03,2.602027800000000298e+03,2.627336431300000186e+03,2.405067721720000463e+03,2.575205591000000368e+03,2.714499991420000697e+03,2.935386906600000202e+03,2.689914903200000026e+03,2.601407659299999978e+03,2.768801202699999976e+03,2.477093153820000680e+03,2.724005616300000383e+03,2.628934045000000424e+03,2.516583242300000165e+03,2.513051478100000168e+03,2.506867453600000317e+03,2.406398588000000473e+03,2.570153555800000504e+03,2.918438522000000376e+03,2.590126386000000366e+03,2.534519834100000480e+03
1.993689970900000162e+03,2.395025901099999828e+03,1.953537435619999769e+03,2.192020398900000146e+03,2.240955834299999879e+03,2.019705600419999655e+03,2.031403719200000069e+03,2.300602370999999948e+03,2.810868568300000334e+03,2.188535907500000121e+03,1.816480365339999935e+03,2.251598899099999926e+03,1.853367120039999691e+03,1.644351612989999467e+03,2.158994270700000015e+03,2.124454663399999845e+03,2.231059814719999849e+03,1.678199334094999813e+03,2.126761538819999714e+03,2.172528256200000214e+03,2.124704505400000016e+03,2.543972312200000488e+03,2.179660764799999924e+03,2.487401660700000321e+03,2.193851385299999492e+03,2.297796615000000202e+03,1.848052393720000055e+03,2.352123061699999653e+03,2.448536467499999617e+03,2.590007160000000113e+03,2.083186455600000045e+03,2.656960432399999718e+03,2.047372031999999990e+03,1.801478874699999778e+03,2.108599791699999514e+03,2.277269201319999866e+03,1.762446798399999807e+03,2.131819890819999728e+03,2.243450232700000015e+03,1.770168143800000053e+03,2.001399416499999916e+03,1.855638362719999805e+03,2.083400773200000003e+03,2.231221140399999967e+03,2.223384267000000364e+03,1.875293040519999977e+03,2.137083819899999980e+03,2.324851965499999551e+03,2.056756779899999856e+03,2.410994187600000259e+03
1.619307916920000253e+03,1.357788450220000186e+03,1.494535062820000121e+03,1.262331258020000405e+03,1.468015755720000243e+03,1.619756947020000098e+03,1.153929788120000239e+03,1.426962531120000222e+03,1.421907961720000003e+03,1.666184223620000239e+03,1.228237251620000052e+03,1.438734502320000047e+03,1.280040718319999996e+03,1.348734993720000148e+03,1.183893413020000025e+03,1.500226461320000226e+03,1.635544727019999982e+03,1.224481257515000152e+03,1.448850676920000069e+03,1.087624959720000106e+03,1.460580852920000098e+03,1.307307024709999951e+03,1.298941136314999994e+03,1.644673014620000231e+03,1.256384658220000119e+03,1.594954762420000179e+03,1.363788435720000280e+03,1.667863231920000089e+03,1.269985049820000086e+03,1.106349614920000022e+03,1.293495737020000206e+03,1.610186009220000187e+03,1.353790117720000126e+03,1.282771144419999928e+03,1.135713217220000388e+03,1.446514501920000157e+03,1.220024682415000143e+03,1.280831294220000018e+03,1.105501788320000060e+03,1.603764327420000200e+03,1.429765387520000104e+03,1.444137957420000021e+03,1.249206945120000000e+03,1.625918735920000017e+03,1.387241491320000250e+03,1.131588699420000012e+03,1.608931848120000268e+03,1.354501460820000375e+03,1.524579723520000243e+03,1.625848912415000314e+03
1.670620916040000111e+03,2.123811037799999667e+03,1.700838045639999791e+03,2.096828704319999815e+03,1.891689001920000010e+03,1.947303575720000026e+03,2.459033933200000320e+03,2.841400417500000458e+03,1.465458286959999896e+03,1.834827856979999979e+03,1.332792092099999991e+03,2.025299300714999845e+03,1.296251134155000045e+03,2.081428561499999887e+03,1.931520791140000028e+03,1.555342462220000016e+03,2.165266277300000183e+03,1.810511817410000049e+03,1.866720040539999900e+03,1.855484437200000002e+03,1.831064185920000000e+03,1.951963874999999916e+03,2.191102003699999841e+03,1.675294374120000157e+03,2.099127501699999812e+03,2.950075403320000532e+03,2.984617630300000201e+03,2.588586886700000377e+03,1.888890698540000130e+03,1.298741953180000110e+03,2.746692471119999936e+03,2.331821966700000303e+03,1.993341941740000038e+03,2.350107387720000133e+03,2.365785752819999743e+03,2.553330184100000224e+03,2.151857193800000005e+03,1.993105568339999763e+03,2.093566125719999945e+03,2.284109934300000077e+03,2.061289877119999801e+03,1.489904132160000017e+03,1.944002114119999987e+03,2.154070238900000277e+03,2.334844183100000464e+03,2.118548516019999624e+03,1.547350936860000047e+03,2.458015644120000161e+03,1.759446798700000045e+03,1.663915971229999968e+03
2.905882543799999894e+03,2.555524292119999700e+03,2.894395979899999475e+03,3.057305429399999866e+03,2.708884987200000069e+03,2.611439818719999948e+03,2.905882543799999894e+03,2.814424180999999862e+03,2.736324554299999818e+03,3.031001401200000146e+03,2.918410863699999936e+03,2.834351973699999689e+03,2.834351973699999689e+03,2.875393161899999996e+03,2.783904727499999808e+03,2.677247480819999964e+03,2.848329059400000006e+03,2.431379937214999700e+03,2.611439818719999948e+03,3.098235399000000143e+03,2.759119419999999991e+03,2.955792597900000146e+03,2.777954020499999842e+03,2.718097065399999792e+03,2.788472104299999955e+03,2.976905993399999716e+03,2.786771800499999699e+03,3.165441327300000012e+03,2.783904727499999808e+03,2.362544679189999897e+03,2.677247480819999964e+03,2.871572042400000100e+03,2.732556577699999707e+03,2.555524292119999700e+03,2.854279766399999971e+03,2.722664442199999939e+03,2.689031726189999517e+03,2.629667307619999974e+03,2.854279766399999971e+03,2.854279766399999971e+03,2.970306875700000091e+03,2.906331573899999967e+03,2.857977991900000234e+03,2.854279766399999971e+03,2.875393161899999996e+03,2.730390039094999793e+03,2.869442454900000030e+03,2.910449920600000041e+03,2.538037183894999998e+03,2.431379937214999700e+03
2.361398264000000381e+03,2.361398264000000381e+03,2.454234031500000128e+03,2.353653535700000248e+03,2.647474211900000228e+03,2.413192843300000277e+03,2.485765527300000031e+03,2.534633467500000279e+03,2.454234031500000128e+03,2.311397447300000294e+03,2.483773893800000224e+03,2.485765527300000031e+03,2.555098452299999735e+03,2.413192843300000277e+03,2.311397447300000294e+03,2.547163420200000019e+03,2.555098452299999735e+03,2.485218275400000039e+03,2.353626785299999938e+03,2.409853560500000185e+03,2.483773893800000224e+03,2.667044826499999999e+03,2.534633467500000279e+03,2.413192843300000277e+03,2.555098452299999735e+03,2.555098452299999735e+03,2.473236849500000062e+03,2.647474211900000228e+03,2.454234031500000128e+03,2.601056367300000147e+03,2.454234031500000128e+03,2.404127292000000125e+03,2.361398264000000381e+03,2.534633467500000279e+03,2.485218275400000039e+03,2.485765527300000031e+03,2.547163420200000019e+03,2.485765527300000031e+03,2.454234031500000128e+03,2.353626785299999938e+03,2.481787958200000048e+03,2.485218275400000039e+03,2.530444026399999984e+03,2.361398264000000381e+03,2.483773893800000224e+03,2.454234031500000128e+03,2.353653535700000248e+03,2.485218275400000039e+03,2.361398264000000381e+03,2.335306030000000192e+03
2.635900604399999793e+03,2.735431691999999657e+03,2.317419999100000041e+03,2.454673697199999879e+03,2.510589287100000092e+03,2.406228130800000145e+03,2.738759731600000123e+03,2.165329639139999927e+03,2.326266935199999807e+03,2.172473687099999552e+03,2.241652422494999882e+03,2.561714091599999847e+03,2.620907041800000115e+03,2.657979121500000019e+03,2.629083925599999930e+03,2.351275856089999706e+03,1.786852436960000432e+03,2.007960723985000413e+03,2.295810743799999727e+03,2.693426529299999856e+03,1.899907078839999940e+03,1.942070439700000179e+03,2.208801935299999968e+03,2.165873062800000298e+03,2.246375152200000230e+03,1.957035928990000002e+03,2.204800781899999947e+03,2.856854971090000163e+03,2.678389022700000169e+03,2.178958279299999958e+03,2.561878175899999860e+03,2.620090496499999972e+03,2.887259985400000005e+03,2.240521931920000043e+03,2.815994734200000039e+03,2.459128378200000043e+03,2.192651306719999866e+03,2.444411948320000192e+03,2.783011865199999647e+03,2.534660985899999559e+03,2.394261728795000181e+03,2.615949015899999722e+03,2.158961592300000120e+03,2.471158913300000222e+03,1.975843856939999796e+03,2.443874756219999654e+03,2.638479406900000413e+03,2.217427278539999861e+03,2.326929691499999990e+03,2.553958453000000191e+03
2.916212745239999094e+03,3.289139085399999658e+03,2.908905550394999864e+03,3.089039948499999809e+03,2.806225653319999765e+03,2.645048253994999868e+03,3.147145722599999772e+03,3.311202916100000039e+03,3.247079051699999582e+03,3.296847690719999719e+03,3.729830496999999923e+03,3.034669662119999884e+03,3.361372047600000315e+03,3.129365403094999238e+03,3.337961788900000101e+03,3.087279064699999253e+03,3.151263281999999435e+03,3.249441115799999807e+03,3.210912550300000021e+03,3.375510855799999263e+03,3.292061792899999091e+03,3.155124398899999505e+03,3.375037593399999423e+03,2.684543934859999808e+03,3.171139400899999600e+03,3.542507508299999699e+03,3.296511570394999580e+03,3.398624003399999310e+03,3.533498832499999935e+03,3.325351721600000019e+03,2.989240144500000042e+03,3.042899813200000153e+03,3.367212552299999516e+03,3.387412269800000104e+03,3.093017517599999792e+03,3.559743056399999659e+03,2.966191137900000285e+03,2.862701996019999569e+03,3.138644976919999863e+03,3.127908372099999724e+03,3.008300333899999714e+03,3.256007275119999576e+03,3.276657700799999475e+03,3.380785001199999442e+03,3.245471340099999452e+03,3.256182733599999665e+03,3.033372209599999223e+03,2.911761852199999794e+03,3.051186601299999438e+03,3.009641375799999878e+03
